Global Accuracy,Client 1 Accuracy,Client 2 Accuracy,Client 3 Accuracy,Client 4 Accuracy,Client 5 Accuracy,Client 6 Accuracy,Client 7 Accuracy,Client 8 Accuracy,Client 9 Accuracy,Client 10 Accuracy,Client 11 Accuracy,Client 12 Accuracy,Client 13 Accuracy,Client 14 Accuracy,Client 15 Accuracy,Client 16 Accuracy,Client 17 Accuracy,Client 18 Accuracy,Client 19 Accuracy,Client 20 Accuracy,Client 21 Accuracy,Client 22 Accuracy,Client 23 Accuracy,Client 24 Accuracy,Client 25 Accuracy,Client 26 Accuracy,Client 27 Accuracy,Client 28 Accuracy,Client 29 Accuracy,Client 30 Accuracy,Client 31 Accuracy,Client 32 Accuracy,Client 33 Accuracy,Client 34 Accuracy,Client 35 Accuracy,Client 36 Accuracy,Client 37 Accuracy,Client 38 Accuracy,Client 39 Accuracy,Client 40 Accuracy,Client 41 Accuracy,Client 42 Accuracy,Client 43 Accuracy,Client 44 Accuracy,Client 45 Accuracy,Client 46 Accuracy,Client 47 Accuracy,Client 48 Accuracy,Client 49 Accuracy,Client 50 Accuracy,Trial,Max Iter
0.9971428571428571,0.9951020408163266,0.9946938775510205,0.9926530612244898,0.9926530612244898,0.9951020408163266,0.993061224489796,0.9926530612244898,0.993061224489796,0.993061224489796,0.9938775510204082,0.9918367346938776,0.9934693877551021,0.9914285714285714,0.9910204081632653,0.9914285714285714,0.993061224489796,0.9918367346938776,0.9910204081632653,0.9938775510204082,0.990204081632653,0.9918367346938776,0.9885714285714285,0.9922448979591837,0.9914285714285714,0.9938775510204082,0.9946938775510205,0.9946938775510205,0.9889795918367347,0.9938775510204082,0.9934693877551021,0.9922448979591837,0.9897959183673469,0.9942857142857143,0.9942857142857143,0.9906122448979592,0.9926530612244898,0.9918367346938776,0.990204081632653,0.9959183673469387,0.9926530612244898,0.9906122448979592,0.9926530612244898,0.9918367346938776,0.9914285714285714,0.9934693877551021,0.9926530612244898,0.9938775510204082,0.993061224489796,0.9938775510204082,0.9914285714285714,29,100
0.9955102040816326,0.9873469387755102,0.9893877551020408,0.9906122448979592,0.9918367346938776,0.9934693877551021,0.9926530612244898,0.9918367346938776,0.9914285714285714,0.9934693877551021,0.9934693877551021,0.9889795918367347,0.9897959183673469,0.9906122448979592,0.9906122448979592,0.9926530612244898,0.9914285714285714,0.9885714285714285,0.9926530612244898,0.9951020408163266,0.9942857142857143,0.9922448979591837,0.9881632653061224,0.9938775510204082,0.9881632653061224,0.9897959183673469,0.9938775510204082,0.9934693877551021,0.9906122448979592,0.9946938775510205,0.9938775510204082,0.9910204081632653,0.9926530612244898,0.9938775510204082,0.9926530612244898,0.9918367346938776,0.9914285714285714,0.990204081632653,0.9914285714285714,0.993061224489796,0.9946938775510205,0.9897959183673469,0.9926530612244898,0.9926530612244898,0.9914285714285714,0.9926530612244898,0.9946938775510205,0.9926530612244898,0.993061224489796,0.9914285714285714,0.9910204081632653,30,100
0.9963265306122449,0.9918367346938776,0.9946938775510205,0.9942857142857143,0.9934693877551021,0.9881632653061224,0.9963265306122449,0.9926530612244898,0.993061224489796,0.9897959183673469,0.9922448979591837,0.9918367346938776,0.9918367346938776,0.9934693877551021,0.9922448979591837,0.9951020408163266,0.9955102040816326,0.9934693877551021,0.9951020408163266,0.9934693877551021,0.9922448979591837,0.9922448979591837,0.9914285714285714,0.9938775510204082,0.9926530612244898,0.9918367346938776,0.9910204081632653,0.9910204081632653,0.9906122448979592,0.9963265306122449,0.993061224489796,0.9922448979591837,0.9934693877551021,0.9934693877551021,0.9906122448979592,0.9910204081632653,0.9922448979591837,0.9942857142857143,0.9910204081632653,0.9926530612244898,0.9938775510204082,0.9934693877551021,0.9922448979591837,0.9897959183673469,0.9934693877551021,0.9910204081632653,0.9926530612244898,0.9959183673469387,0.9910204081632653,0.9922448979591837,0.9951020408163266,31,100
0.996734693877551,0.9914285714285714,0.9959183673469387,0.9946938775510205,0.9926530612244898,0.9934693877551021,0.9946938775510205,0.9946938775510205,0.9959183673469387,0.9926530612244898,0.9955102040816326,0.9955102040816326,0.993061224489796,0.9934693877551021,0.9951020408163266,0.9934693877551021,0.9918367346938776,0.9938775510204082,0.9934693877551021,0.9946938775510205,0.9922448979591837,0.9946938775510205,0.9910204081632653,0.9951020408163266,0.9955102040816326,0.9959183673469387,0.9946938775510205,0.9934693877551021,0.9942857142857143,0.9942857142857143,0.9951020408163266,0.9942857142857143,0.9938775510204082,0.9934693877551021,0.9963265306122449,0.9946938775510205,0.9971428571428571,0.9938775510204082,0.9955102040816326,0.9922448979591837,0.9926530612244898,0.9942857142857143,0.9922448979591837,0.9914285714285714,0.9959183673469387,0.9881632653061224,0.9938775510204082,0.9946938775510205,0.9959183673469387,0.9955102040816326,0.993061224489796,32,100
0.9983673469387755,0.9922448979591837,0.9942857142857143,0.9951020408163266,0.9938775510204082,0.9951020408163266,0.9959183673469387,0.9893877551020408,0.9942857142857143,0.9942857142857143,0.9938775510204082,0.996734693877551,0.9938775510204082,0.9946938775510205,0.9934693877551021,0.9914285714285714,0.9942857142857143,0.9951020408163266,0.9946938775510205,0.9951020408163266,0.9946938775510205,0.9942857142857143,0.993061224489796,0.9946938775510205,0.9926530612244898,0.9951020408163266,0.9910204081632653,0.9942857142857143,0.9951020408163266,0.9946938775510205,0.9971428571428571,0.9938775510204082,0.993061224489796,0.993061224489796,0.9951020408163266,0.9934693877551021,0.9955102040816326,0.993061224489796,0.9910204081632653,0.9926530612244898,0.9942857142857143,0.9959183673469387,0.9955102040816326,0.9946938775510205,0.9942857142857143,0.9918367346938776,0.9946938775510205,0.9946938775510205,0.9959183673469387,0.9938775510204082,0.9914285714285714,33,100
0.9983673469387755,0.9938775510204082,0.9959183673469387,0.9946938775510205,0.9951020408163266,0.9963265306122449,0.9959183673469387,0.9922448979591837,0.9963265306122449,0.9922448979591837,0.9959183673469387,0.9938775510204082,0.9971428571428571,0.9942857142857143,0.9942857142857143,0.9959183673469387,0.9926530612244898,0.9951020408163266,0.9963265306122449,0.9942857142857143,0.9971428571428571,0.9918367346938776,0.9934693877551021,0.993061224489796,0.9946938775510205,0.9946938775510205,0.9951020408163266,0.9946938775510205,0.9979591836734694,0.9938775510204082,0.9951020408163266,0.9946938775510205,0.9918367346938776,0.996734693877551,0.9946938775510205,0.9951020408163266,0.9946938775510205,0.9926530612244898,0.9934693877551021,0.9946938775510205,0.993061224489796,0.9951020408163266,0.9922448979591837,0.9926530612244898,0.9934693877551021,0.9942857142857143,0.9946938775510205,0.9934693877551021,0.9951020408163266,0.9946938775510205,0.9938775510204082,34,100
0.996734693877551,0.9922448979591837,0.9946938775510205,0.9922448979591837,0.993061224489796,0.9955102040816326,0.9918367346938776,0.9926530612244898,0.9951020408163266,0.9881632653061224,0.9934693877551021,0.9942857142857143,0.9938775510204082,0.9910204081632653,0.9946938775510205,0.9934693877551021,0.9942857142857143,0.9938775510204082,0.9914285714285714,0.9897959183673469,0.9946938775510205,0.993061224489796,0.993061224489796,0.9946938775510205,0.9926530612244898,0.9918367346938776,0.9942857142857143,0.9963265306122449,0.9934693877551021,0.9926530612244898,0.9938775510204082,0.9918367346938776,0.9963265306122449,0.9959183673469387,0.9938775510204082,0.9938775510204082,0.9946938775510205,0.9951020408163266,0.9918367346938776,0.9922448979591837,0.9918367346938776,0.993061224489796,0.9934693877551021,0.9918367346938776,0.9951020408163266,0.9918367346938776,0.9951020408163266,0.9918367346938776,0.9910204081632653,0.9906122448979592,0.9938775510204082,35,100
0.996734693877551,0.9910204081632653,0.9918367346938776,0.9926530612244898,0.9922448979591837,0.990204081632653,0.9906122448979592,0.9910204081632653,0.9938775510204082,0.9922448979591837,0.9914285714285714,0.993061224489796,0.9922448979591837,0.9926530612244898,0.993061224489796,0.9918367346938776,0.9926530612244898,0.9926530612244898,0.9893877551020408,0.9914285714285714,0.9889795918367347,0.9914285714285714,0.9938775510204082,0.9922448979591837,0.993061224489796,0.9877551020408163,0.9959183673469387,0.9934693877551021,0.990204081632653,0.993061224489796,0.9946938775510205,0.993061224489796,0.9914285714285714,0.9881632653061224,0.9897959183673469,0.9942857142857143,0.9918367346938776,0.9906122448979592,0.9922448979591837,0.993061224489796,0.9922448979591837,0.993061224489796,0.993061224489796,0.996734693877551,0.9922448979591837,0.9918367346938776,0.9959183673469387,0.9938775510204082,0.9926530612244898,0.9955102040816326,0.9926530612244898,36,100
0.996734693877551,0.9934693877551021,0.9938775510204082,0.993061224489796,0.9910204081632653,0.9946938775510205,0.9914285714285714,0.9938775510204082,0.9922448979591837,0.9938775510204082,0.993061224489796,0.9897959183673469,0.9922448979591837,0.9922448979591837,0.9946938775510205,0.9926530612244898,0.9955102040816326,0.9938775510204082,0.9934693877551021,0.9906122448979592,0.9934693877551021,0.9922448979591837,0.9938775510204082,0.9946938775510205,0.9942857142857143,0.9959183673469387,0.9942857142857143,0.9959183673469387,0.9938775510204082,0.993061224489796,0.9946938775510205,0.9910204081632653,0.9951020408163266,0.993061224489796,0.993061224489796,0.9897959183673469,0.9934693877551021,0.9926530612244898,0.9951020408163266,0.9922448979591837,0.9934693877551021,0.9877551020408163,0.9918367346938776,0.9934693877551021,0.993061224489796,0.9942857142857143,0.9906122448979592,0.9914285714285714,0.9938775510204082,0.993061224489796,0.9926530612244898,37,100
0.9955102040816326,0.993061224489796,0.9922448979591837,0.9906122448979592,0.9897959183673469,0.9897959183673469,0.9910204081632653,0.9914285714285714,0.9942857142857143,0.9942857142857143,0.993061224489796,0.9926530612244898,0.9914285714285714,0.9938775510204082,0.9889795918367347,0.9918367346938776,0.990204081632653,0.990204081632653,0.9918367346938776,0.9934693877551021,0.9926530612244898,0.9893877551020408,0.9881632653061224,0.9897959183673469,0.9906122448979592,0.990204081632653,0.9942857142857143,0.9934693877551021,0.993061224489796,0.9922448979591837,0.993061224489796,0.9910204081632653,0.993061224489796,0.9934693877551021,0.9942857142857143,0.9951020408163266,0.9914285714285714,0.9934693877551021,0.9918367346938776,0.9922448979591837,0.9885714285714285,0.993061224489796,0.9926530612244898,0.9951020408163266,0.9938775510204082,0.990204081632653,0.9918367346938776,0.9951020408163266,0.9922448979591837,0.9934693877551021,0.9918367346938776,38,100
0.9991836734693877,0.9942857142857143,0.9951020408163266,0.9971428571428571,0.9951020408163266,0.9955102040816326,0.9942857142857143,0.9959183673469387,0.9934693877551021,0.9946938775510205,0.9918367346938776,0.9922448979591837,0.9951020408163266,0.9951020408163266,0.9971428571428571,0.9951020408163266,0.9946938775510205,0.9934693877551021,0.9918367346938776,0.9963265306122449,0.9906122448979592,0.9938775510204082,0.9942857142857143,0.9914285714285714,0.9934693877551021,0.9934693877551021,0.9971428571428571,0.9918367346938776,0.9951020408163266,0.9934693877551021,0.9963265306122449,0.9959183673469387,0.9946938775510205,0.9910204081632653,0.9946938775510205,0.993061224489796,0.9893877551020408,0.9946938775510205,0.9938775510204082,0.9959183673469387,0.9955102040816326,0.9951020408163266,0.9942857142857143,0.9955102040816326,0.9963265306122449,0.9963265306122449,0.993061224489796,0.9938775510204082,0.9934693877551021,0.9951020408163266,0.9918367346938776,39,100
0.9975510204081632,0.9918367346938776,0.993061224489796,0.9951020408163266,0.993061224489796,0.993061224489796,0.9971428571428571,0.993061224489796,0.9942857142857143,0.993061224489796,0.993061224489796,0.996734693877551,0.993061224489796,0.9951020408163266,0.9910204081632653,0.9926530612244898,0.9942857142857143,0.9955102040816326,0.9934693877551021,0.9897959183673469,0.9946938775510205,0.9955102040816326,0.9942857142857143,0.9910204081632653,0.9938775510204082,0.9885714285714285,0.9942857142857143,0.9946938775510205,0.9897959183673469,0.9906122448979592,0.9946938775510205,0.9926530612244898,0.9934693877551021,0.9938775510204082,0.9934693877551021,0.9906122448979592,0.9877551020408163,0.9910204081632653,0.990204081632653,0.9938775510204082,0.9942857142857143,0.9926530612244898,0.9942857142857143,0.9906122448979592,0.9951020408163266,0.9922448979591837,0.9938775510204082,0.996734693877551,0.9922448979591837,0.9938775510204082,0.9946938775510205,40,100
0.9971428571428571,0.9922448979591837,0.9942857142857143,0.9955102040816326,0.9951020408163266,0.9946938775510205,0.9942857142857143,0.9910204081632653,0.9918367346938776,0.9959183673469387,0.9946938775510205,0.996734693877551,0.9877551020408163,0.9942857142857143,0.9938775510204082,0.9910204081632653,0.9934693877551021,0.9922448979591837,0.9926530612244898,0.9963265306122449,0.9938775510204082,0.9946938775510205,0.9963265306122449,0.9963265306122449,0.9922448979591837,0.9959183673469387,0.9914285714285714,0.9918367346938776,0.993061224489796,0.9934693877551021,0.993061224489796,0.9934693877551021,0.9918367346938776,0.9938775510204082,0.9946938775510205,0.9938775510204082,0.9918367346938776,0.9951020408163266,0.9951020408163266,0.9963265306122449,0.9938775510204082,0.9922448979591837,0.9942857142857143,0.9918367346938776,0.9946938775510205,0.9938775510204082,0.9922448979591837,0.9938775510204082,0.9955102040816326,0.9951020408163266,0.9946938775510205,41,100
0.9975510204081632,0.9918367346938776,0.9934693877551021,0.9955102040816326,0.9934693877551021,0.9934693877551021,0.993061224489796,0.9942857142857143,0.9934693877551021,0.9938775510204082,0.993061224489796,0.9946938775510205,0.9942857142857143,0.9951020408163266,0.9959183673469387,0.9951020408163266,0.9934693877551021,0.9938775510204082,0.9926530612244898,0.9959183673469387,0.9959183673469387,0.9926530612244898,0.9963265306122449,0.9942857142857143,0.9926530612244898,0.9934693877551021,0.9934693877551021,0.9946938775510205,0.9922448979591837,0.9951020408163266,0.9942857142857143,0.9951020408163266,0.9942857142857143,0.9955102040816326,0.993061224489796,0.9938775510204082,0.993061224489796,0.9951020408163266,0.9938775510204082,0.996734693877551,0.9926530612244898,0.9934693877551021,0.9926530612244898,0.9959183673469387,0.993061224489796,0.9938775510204082,0.9955102040816326,0.9959183673469387,0.9959183673469387,0.993061224489796,0.9946938775510205,42,100
0.9987755102040816,0.9946938775510205,0.9946938775510205,0.9934693877551021,0.9963265306122449,0.993061224489796,0.9971428571428571,0.9938775510204082,0.9942857142857143,0.9934693877551021,0.9955102040816326,0.9946938775510205,0.9938775510204082,0.9955102040816326,0.996734693877551,0.9942857142857143,0.9955102040816326,0.9938775510204082,0.9955102040816326,0.9959183673469387,0.9963265306122449,0.9942857142857143,0.9946938775510205,0.9959183673469387,0.9926530612244898,0.9942857142857143,0.9934693877551021,0.9963265306122449,0.9934693877551021,0.993061224489796,0.9963265306122449,0.9877551020408163,0.9946938775510205,0.9959183673469387,0.9938775510204082,0.9942857142857143,0.9934693877551021,0.9951020408163266,0.9955102040816326,0.9959183673469387,0.9926530612244898,0.9955102040816326,0.996734693877551,0.9975510204081632,0.9971428571428571,0.996734693877551,0.9938775510204082,0.9963265306122449,0.9938775510204082,0.9983673469387755,0.9938775510204082,43,100
0.9971428571428571,0.9963265306122449,0.9946938775510205,0.9934693877551021,0.9946938775510205,0.9963265306122449,0.9926530612244898,0.9955102040816326,0.9938775510204082,0.9951020408163266,0.9938775510204082,0.996734693877551,0.9951020408163266,0.993061224489796,0.9942857142857143,0.9955102040816326,0.9914285714285714,0.9918367346938776,0.9938775510204082,0.9938775510204082,0.9955102040816326,0.993061224489796,0.9934693877551021,0.9934693877551021,0.9926530612244898,0.9951020408163266,0.9918367346938776,0.9918367346938776,0.9955102040816326,0.9951020408163266,0.9934693877551021,0.9987755102040816,0.9938775510204082,0.9926530612244898,0.9926530612244898,0.9963265306122449,0.993061224489796,0.9926530612244898,0.9955102040816326,0.9942857142857143,0.9906122448979592,0.9906122448979592,0.9963265306122449,0.9938775510204082,0.9938775510204082,0.9946938775510205,0.9942857142857143,0.993061224489796,0.9922448979591837,0.9942857142857143,0.9934693877551021,44,100
0.9987755102040816,0.9971428571428571,0.993061224489796,0.9926530612244898,0.9946938775510205,0.9942857142857143,0.9959183673469387,0.9963265306122449,0.9946938775510205,0.996734693877551,0.9938775510204082,0.9975510204081632,0.9955102040816326,0.993061224489796,0.9926530612244898,0.9922448979591837,0.9934693877551021,0.993061224489796,0.9971428571428571,0.996734693877551,0.9938775510204082,0.9942857142857143,0.9979591836734694,0.9934693877551021,0.9946938775510205,0.996734693877551,0.9971428571428571,0.9971428571428571,0.9942857142857143,0.9971428571428571,0.9914285714285714,0.9946938775510205,0.9963265306122449,0.9934693877551021,0.9959183673469387,0.996734693877551,0.993061224489796,0.9963265306122449,0.9946938775510205,0.9955102040816326,0.9963265306122449,0.9955102040816326,0.9963265306122449,0.9934693877551021,0.9942857142857143,0.9963265306122449,0.9951020408163266,0.9922448979591837,0.9963265306122449,0.9951020408163266,0.9938775510204082,45,100
0.9963265306122449,0.9922448979591837,0.9938775510204082,0.9951020408163266,0.9963265306122449,0.9938775510204082,0.9918367346938776,0.9951020408163266,0.9951020408163266,0.9934693877551021,0.990204081632653,0.9938775510204082,0.9934693877551021,0.993061224489796,0.9959183673469387,0.9934693877551021,0.9959183673469387,0.9922448979591837,0.9946938775510205,0.9934693877551021,0.9918367346938776,0.9938775510204082,0.9942857142857143,0.9934693877551021,0.9918367346938776,0.9971428571428571,0.9942857142857143,0.993061224489796,0.9938775510204082,0.9918367346938776,0.9914285714285714,0.9922448979591837,0.9955102040816326,0.993061224489796,0.9959183673469387,0.993061224489796,0.9959183673469387,0.9938775510204082,0.9918367346938776,0.9922448979591837,0.9893877551020408,0.9951020408163266,0.9938775510204082,0.9946938775510205,0.9959183673469387,0.9946938775510205,0.9942857142857143,0.9951020408163266,0.9946938775510205,0.9910204081632653,0.9946938775510205,46,100
